,Title,Word_Count,Links,Hashtags,User_Mentions,Favorite,Retweet
239,"@lourdestiban1 Pregunta seria, quien ganó las elecciones, Guillermo Lasso o Yaku Pérez? 🤔 Es para un deber.",17,0,0,1,20,3
240,Ecuador: Guillermo Lasso inicia su gestión con el porcentaje más alto de aceptación desde el retorno a la democracia - Infobae https://t.co/y4r6s2BtiR,22,1,0,0,0,0
241,"Guillermo Lasso designó a 70 altos funcionarios, solo 15 son mujeres 

Guillermo Lasso, Publicado por Redacción https://t.co/AUHirD5sia",17,1,0,0,0,0
242,"@KarolNoboa1 Guillermo Lasso siempre dijo  esperaría para vacunarse, daría ejemplo porque nunca ha sido oportunista, nunca se ha aprovechado de su nombre, posición social y económica, como ya lo vimos en los 14 años del #correato se nos hace difícil e incomprensible ver q hay gente diferente",47,0,1,1,0,0
243,"Ecuador: Guillermo Lasso inicia su gestión con el porcentaje más alto de aceptación desde el retorno a la democracia. @jicnies
https://t.co/x5UrfwHzyR",21,1,0,1,0,0
244,"A través de un decreto ejecutivo, el gobierno de Guillermo Lasso dispuso que se transparente los procesos de facturación.
Conoce qué ocurrirá con los cobros excesivos:
👉🏽 https://t.co/CKQuE2uVMz https://t.co/Pqhcgvu95s",29,1,0,0,2,1
245,Ecuador: Guillermo Lasso inicia su gestión con el porcentaje más alto de aceptación desde el retorno a la democracia - Infobae https://t.co/sYUrxFuFR0,22,1,0,0,1,0
246,"Borregos, no lean, es Cedatos. https://t.co/ghNTk7YvOR",6,1,0,0,0,0
247,"—Es un monstruo! Matenlo ! Matenlo!

— Tranquilos solo es Guillermo Lasso

— Ohhh es solo Guillermo Lasso, Matenlo! Matenlo! https://t.co/nJ8XLsKKxa",21,1,0,0,2,0
248,Guillermo Lasso emitió este viernes un Decreto Ejecutivo con lineamientos respecto a la facturación eléctrica en el país. Esta medida se da en respuesta a las múltiples denuncias de usuarios por cobros excesivos a escala nacional. Mira aquí los principales puntos del decreto ⏬ https://t.co/YtZm8vzPGx,45,0,0,0,14,1
249,Ecuador: Guillermo Lasso inicia su gestión con el porcentaje más alto de aceptación desde el retorno a la democracia - Infobae https://t.co/s16YKBRDX4 https://t.co/U5LTn2OKc3,23,1,0,0,0,0
250,@msjijon @semarco @LassoGuillermo @SERCOPec A GUILLERMO LASSO LE ESTÁN PASANDO GATO POR LIEBRE...... QUIÉN SERÁ EL TRAIDOR QUE LA RECOMENDÓ..... SEGURO QUE ES MONGE.....😎🇪🇨,24,0,0,4,4,0
251,El presidente Guillermo Lasso dispuso transparentar los procesos de facturación eléctrica y evaluar la implementación de medidas inmediatas. https://t.co/TPRvTbjdyt,19,1,0,0,8,2
252,"@SUPERYEMO @ecuarauz Gracias, mientras tanto abstente de fastidiar.

Usa Google loco, no duele.

https://t.co/7Pylja1nRe",14,1,0,2,0,0
253,"El presidente Guillermo Lasso advierte el uso de la fuerza frente a posibles manifestaciones en su gobierno, y reivindica la labor de las @FFAAECUADOR
en el contexto de las protestas de octubre 2019 que dejó una cifra de 11 manifestantes muertos. #Ecuador https://t.co/YrZylTut6t",43,0,1,1,1,2
254,Ecuador: Guillermo Lasso inicia su gestión con el porcentaje más alto de aceptación desde el retorno a la democracia https://t.co/QA4N32pklw,20,1,0,0,0,0
255,INDIGENADO a las CALLES piden a GUILLERMO LASSO congelar los COMBUSTIBLES https://t.co/JN31PvFRBV via @YouTube,14,1,0,1,0,0
256,LaGaceta | Ecuador: Guillermo Lasso recibió la primera dosis de la vacuna contra la covid-19 https://t.co/3A2OLvkhtD https://t.co/fzJu5c3X4p,17,1,0,0,0,0
257,"Se acuerdan que Andrés Arauz decía que Guillermo Lasso ya sea había vacunado en campaña? 

Pues mintió, como mintió con darle mil dolares a la gente! Ese farsante pretendía ser presidente de nuestro país.",34,0,0,0,213,91
258,"Algo que Guillermo Lasso logró y que parecia imposible, que el correismo defendiera a todo pulmón a Nebot, porque ahora así lo llaman, antes, por órdenes de Correa lo llamaban ""matraca""",31,0,0,0,2,2
259,Ecuador: Guillermo Lasso inicia su gestión con el porcentaje más alto de aceptación desde el retorno a la democracia https://t.co/HZQiXXn03m,20,1,0,0,0,0
260,"El Presidente Guillermo Lasso se vacuna en Guayaquil 

El presidente Guillermo Lasso fue Publicado por Redacción https://t.co/szz0iBfS1m",17,1,0,0,0,0
261,#DETALLES | El presidente Guillermo Lasso fue vacunado contra el #COVID19. La primera dama lo acompañó en este #proceso.  https://t.co/QPg7tkE3m1,20,1,3,0,24,4
262,El presidente de Ecuador Guillermo Lasso recibe su primera vacuna contra el covid-19 https://t.co/4pjXFSFtNE https://t.co/1v9Up5UvHF,15,1,0,0,0,0
263,"Nueva cúpula militar fue posesionada en Quito 

Guillermo Lasso, en la ceremonia de Publicado por Redacción https://t.co/JkI0yF9Nte",17,1,0,0,0,0
264,"LEONIDAS IZA A GUILLERMO LASSO: PAR. https://t.co/Bh39pBUMoC a través de @YouTube UNE, RED DE MAESTROS Y TODA AGRUPACION DE DOCENTES UNIDOS PARA EXIGIR LA PUESTA EN VIGENCIA DE LA LEY DE EDUCACION APROBADA POR LA ASAMBLEA, PROFESORES APOYEMONOS SIN IMPORTAR TU FILIACION POLITICA.",43,1,0,1,0,0
265,"@ecuadorprensaec @Presidencia_Ec @LassoGuillermo @FFAAECUADOR De acuerdo que se las modernice pero no olviden que como acaba de decir Guillermo Lasso, debe haber un ente regulador para que no haya abusos, o se persiga a personas inocentes, y se las use con otros fines. No olviden ya está aprobado la Ley de Protección de Datos.",54,0,0,4,0,0
266,¡Acabo de vacunarme! | Guillermo Lasso https://t.co/mpEZst4Vp5,7,1,0,0,0,0
267,"+ comprar y suministrar de manera decente vacunas para el Covid-19, Señor Presidente Guillermo Lasso @LassoGuillermo tiene que ponerse las pilas con esto. https://t.co/YdcXp5e8Ut",24,0,0,1,0,0
268,"@LassoGuillermo Tú guillermo lasso q profesas ser transparente, vas a denunciar ante la ley a los genocidas y corruptos: Lerdin moreno, maria paula romo, oswaldo jarrin, por el desastre como dejan el país y todo esta en el informe del defensor del pueblo y d Derechos Humanos en Ecuador.",49,0,0,1,1,1
269,"@LassoGuillermo YO TAMPOCO SOY lenin moreno en ECUADOR🇪🇨 TRAIDOR, CORRUPTO Y GENOCIDA.
Quiero saber la verdad sobre INA PAPERS donde Moreno esconde dinero d la CORRUPCIÓN
Cuenta#100-04-1071378, INA INVESTMENT CORP, Balboa Bank Panamá. lenin moreno=guillermo lasso quienes cogobernaron&amp;encubrieron",38,0,0,1,1,1
270,LEONIDAS IZA A GUILLERMO LASSO: PARE CON EL FMI Y HAGA ACUERDOS CON EL P... https://t.co/X37XxH7rwZ a través de @YouTube,20,1,0,1,0,0
271,@msjijon @Polificcion @LassoGuillermo @SERCOPec Otro acierto de Guillermo Lasso una brillante profesional con una impecable hoja de vida!!!,18,0,0,4,1,0
272,"Largas filas de carros llenando el tanque ante la nueva subida del precio de combustibles.
El gobierno criminal del delincuente Guillermo Lasso sigue con laspoliticas hambreadoras de su marioneta Lenin Moreno. 
#ElPeorGobiernoDeLaHistoria https://t.co/s1MBhdM2fO",33,0,1,0,72,53
273,"En la Escuela Superior Militar ""Eloy Alfaro"" se realizó la ceremonia de cambio de mando del Jefe del Comando Conjunto de FF.AA y los Comandantes de Fuerza, con la presencia del presidente de la República Guillermo Lasso https://t.co/0jovCPZ9mY",38,0,0,0,30,9
274,@LassoGuillermo Sr.Guillermo lasso escucheme en el 2013 renovación mi licencia entre a trabajar en la metro vía en el 2018 se caducó mi licencia..A lo que voy a. Renovar me apareci9 1548 dólares  de multa,35,0,0,1,0,0
275,"El presidente de Ecuador, Guillermo Lasso, dijo el jueves que buscará convertir a Ecuador en un centro financiero global y generar un pronto alivio económico a su país.

https://t.co/fcCRdtlDyz",29,1,0,0,0,0
276,Presidente #GuillermoLasso recibió la primera #dosis contra el #Covid19. Invitó a la ciudadanía a participar del proceso de inmunización. https://t.co/gjraxfgWsn,20,1,3,0,6,2
277,Presidente #GuillermoLasso recibió la primera #dosis contra el #Covid19. Invitó a la ciudadanía a participar del proceso de inmunización. https://t.co/dIZDofBzv3,20,1,3,0,0,0
278,"Así fue la visita del presidente Guillermo Lasso, en nuestra querida Universidad de Guayaquil, donde recibió la primera dosis de su vacuna contra el Covid 19.

Guillermo Lasso
Universidad de Guayaquil
#PlanVacunación9100
#PacoRector https://t.co/b88gl363RD",34,0,2,0,2,1
279,"@DeFrenteArtieda Pregúntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:Lerdin moreno,maria paula romo,oswaldo jarrin, por el desastre como dejan el país y todo esta en el informe del defensor del pueblo y d Derechos Humanos en Ecuador.",48,0,0,1,0,0
280,"@DeFrenteArtieda YO TAMPOCO SOY lenin moreno en ECUADOR🇪🇨 TRAIDOR, CORRUPTO Y GENOCIDA.
Quiero saber la verdad sobre INA PAPERS donde Moreno esconde dinero d la CORRUPCIÓN
Cuenta#100-04-1071378, INA INVESTMENT CORP, Balboa Bank Panamá. lenin moreno=guillermo lasso quienes cogobernaron&amp;encubrieron",38,0,0,1,0,0
281,"Vacunaron al presidente Guillermo Lasso en la ciudad de Guayaquil.
-
Habló del contrato para comprar seis millones de dosis de la vacuna CanSino. ⬇ https://t.co/JQrRP6AXpg",26,1,0,0,7,2
282,"Vacunaron al presidente Guillermo Lasso en la ciudad de Guayaquil.
-
Habló del contrato para comprar seis millones de dosis de la vacuna CanSino. ⬇ https://t.co/PDt7TibGML",26,1,0,0,1,0
283,"Al unísono, así es, alineado el poder militar con el poder ejecutivo, alineado el modelo fondomonetarista con el discurso anti ""anarquista"".

SE VIENE UNA MATANZA MONUMENTAL EN ECUADOR DE LA MANO DE GUILLERMO LASSO 🔴🔴🔴 https://t.co/dSgRbA6gYH",36,0,0,0,13,15
284,@roquesumans31 @pgvelarde39 @LassoGuillermo Harto del show y de tanta pendejada por cosas tan simples como esta entiendo que es para mejorar la imagen del poste de alumbrado público llamado Guillermo Lasso.,31,0,0,3,1,0
285,"El presidente de la República, @LassoGuillermo, fue vacunado contra la COVID-19.

Mira nuestra verificación completa:

https://t.co/VZ7CWtiOQj",16,1,0,1,10,4
286,Llamados #Correistas ☹️ incluso @LassoSX junto a #FernandoVillavicencio pueden testificar que nosotros ayudamos a #Guillermo #Lasso a ganar la segunda vuelta presidencial 😢 ahora nos ignoran e insultan en #Facebook 😭 por favor #Ecuatorianos si también perdiste tu trabajo,39,0,6,1,0,0
287,@msjijon @LassoGuillermo @SERCOPec No le da vergüenza haber hablado pestes de Guillermo Lasso en campaña para después que ganó las elecciones arrimarse al poder?,24,0,0,3,11,1
288,"🗞 #Nacional | En su tiempo límite, el presidente Guillermo Lasso presentó el veto parcial al Proyecto de Ley aprobado por la Asamblea el 7 de mayo ➡️ https://t.co/ADnn84UZ9f

#ElEspectadorTeInforma #historiascompletas https://t.co/xb8JUwpcns",32,1,3,0,1,0
289,Presidente Guillermo Lasso: Apoyo y respaldo a la Fuerza Pública y al Estado de derecho ►https://t.co/BxVKLxpBKV https://t.co/T2JXI0FWn1,17,1,0,0,111,12
290,"Presidente Guillermo Lasso confirmó la compra de seis millones de vacunas CanSino contra el #coronavirus

#Ecuador 👇🔗 https://t.co/xIXpfD2yn5",18,1,2,0,0,1
291,"Nuestro PRESIDENTE Guillermo Lasso ya esta vacunado y los #EcuatorianosEnLATAM estamos #FirmesConGuillermo

Trabajamos por la reactivación económica del #Ecuador y vacunarse es el primer paso 

#JuntosLoEstamosLogrando
#EstamosLejosPeroNoAusentes",27,0,5,0,1,1
292,@JacoboG_Ecu @EditorEnBici No entiendo la sorpresa Nebot ya lo dijo alguna vez creo que Lasso sufre de algún tipo de bipolaridad este es el verdadero Guillermo el que siempre ha sido y siempre será el Ecuador del encuentro es puro puro cuento.,42,0,0,2,26,6
293,"Mandatario Guillermo Lasso, recibió la primera dosis de vacuna Pfizer en Guayaquil. https://t.co/JqKbidS2fO",13,0,0,0,0,0
294,"Hay algo que me gusta mucho de Guillermo Lasso y es que valora mucho la presencia de su esposa donde sea que vaya, me encantaaaaa👌🏼🥺⭐️⭐️⭐️⭐️⭐️",25,0,0,0,7,0
295,"@lahistoriaec @LassoGuillermo Sería extraña la conducta del Sr. Guillermo Lasso, con la despreocupación con que se movilizaba entre las multitudes, a veces sin mascarilla, y también exponiendo a su cónyuge.
 CASI TODOS PENSAMOS QUE HABÍA SIDO VACUNADO.
 HOY DIA, hay malpensados que piensan recibió vitaminas.",45,0,0,2,0,0
296,@panchojimenezs @LassoGuillermo @DesarrolloEcAN Excelente Asambleista Francisco Jimenez y Nuestro Prresidente Guillermo Lasso por esta gestion,15,0,0,3,0,0
297,Presidente Guillermo Lasso confirmó la compra de seis millones de vacunas CanSino contra el coronavirus https://t.co/B5358MAPq4 https://t.co/1fFLzSZ1WA,17,1,0,0,0,0
298,#Ecuador: #GuillermoLasso recibió la primera dosis de la vacuna contra la covid-19 https://t.co/OgvAUXNDUY https://t.co/uD25NIqPI9,14,1,2,0,1,0
299,"Sobre la coyuntura política del Ecuador, dialogamos con el abogado Salim Zaidán, docente universitario. Considera que el presidente Guillermo Lasso, en el ámbito jurídico, está bien asesorado. Que su gabinete está “lleno de gente con experiencia”.

👉https://t.co/K7twBPkHhb https://t.co/Ko1r2ANn3L",38,1,0,0,1,0
300,"@vicjua6 @LassoGuillermo El uso de VACUNAS POCO EFECTIVAS en las personas que NO SON DEL CÍRCULO de Moreno-Lasso provocan RECHAZO en la gente honesta...

La efectividad de una vacuna no se mide por los efectos secundarios...

""Ofrecí 9 millones de vacunados pero NO DIJE CON QUÉ"" - Guillermo Lasso, 2021 -",51,0,0,2,0,0
301,"Cinco nuevas autoridades se suman al gobierno de Lasso 

El presidente Guillermo Lasso Publicado por Redacción https://t.co/AOVItTJq81",17,1,0,0,0,0
302,"@NathalieViteri @1Aranzazu Pregúntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:Lerdin moreno,maria paula romo,oswaldo jarrin, por el desastre como dejan el país y todo esta en el informe del defensor del pueblo y d Derechos Humanos en Ecuador.",49,0,0,2,0,0
303,"Presidente Guillermo Lasso solicitó transparentar procesos de facturación eléctrica 
Detalles ➡️ https://t.co/fcp5ZE5UcC https://t.co/C3aJmdMACI",13,1,0,0,0,0
304,"@NathalieViteri @1Aranzazu YO TAMPOCO SOY lenin moreno en ECUADOR🇪🇨 TRAIDOR, CORRUPTO Y GENOCIDA.
Quiero saber la verdad sobre INA PAPERS donde Moreno esconde dinero d la CORRUPCIÓN
Cuenta#100-04-1071378, INA INVESTMENT CORP, Balboa Bank Panamá. lenin moreno=guillermo lasso quienes cogobernaron&amp;encubrieron",39,0,0,2,1,0
305,"@CristinaReyesec YO TAMPOCO SOY lenin moreno en ECUADOR🇪🇨 TRAIDOR, CORRUPTO Y GENOCIDA.
Quiero saber la verdad sobre INA PAPERS donde Moreno esconde dinero d la CORRUPCIÓN
Cuenta#100-04-1071378, INA INVESTMENT CORP, Balboa Bank Panamá. lenin moreno=guillermo lasso quienes cogobernaron&amp;encubrieron",38,0,0,1,0,0
306,"@CristinaReyesec Pregúntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:Lerdin moreno,maria paula romo,oswaldo jarrin, por el desastre como dejan el país y todo esta en el informe del defensor del pueblo y d Derechos Humanos en Ecuador.",48,0,0,1,1,0
307,"@Cataescobarr @NathalieViteri Pregúntale a guillermo lasso q profesas ser transparente, si va a denunciar ante la ley a los genocidas y corruptos:Lerdin moreno,maria paula romo,oswaldo jarrin, por el desastre como dejan el país y todo esta en el informe del defensor del pueblo y d Derechos Humanos en Ecuador.",49,0,0,2,0,0
308,"@Cataescobarr @NathalieViteri YO TAMPOCO SOY lenin moreno en ECUADOR🇪🇨 TRAIDOR, CORRUPTO Y GENOCIDA.
Quiero saber la verdad sobre INA PAPERS donde Moreno esconde dinero d la CORRUPCIÓN
Cuenta#100-04-1071378, INA INVESTMENT CORP, Balboa Bank Panamá. lenin moreno=guillermo lasso quienes cogobernaron&amp;encubrieron",39,0,0,2,0,0
309,"Guillermo Lasso defiende a sus homólogos por la represión en Chile y Colombia, implícitamente nos está anticipando lo que se viene en el país del encuentro.

BALA Y PLOMO PARA EL PROTESTANTE 🔴🔴🔴 https://t.co/za0PYsC6tK",34,0,0,0,13,12
310,"Sr. Guillermo lasso. Estoy consternado e indignado porque ya empezó a sacar sus garras. Hoy en ceremonia con el alto mando militar, Ud. Se refirió al mes de octubre del 2019. Esto significa que Ud. Esta provocando al pueblo, xq. Sabe que sigue aplicando medidas de ajuste.....",47,0,0,0,3,1
311,"#MicroVistazo l🔴Lasso anunció la adquisición de 6 millones de vacunas CanSino.🔴 Procuraduría solicita embargo de bienes y cuentas de Correa.🔴 Presidentes envían felicitaciones a Pedro Castillo.

Escuche estas y más noticias en nuestro #PODCAST ▶️ https://t.co/xYtyFnc4K0 https://t.co/wQNd8tYNRB",37,1,2,0,5,2
312,#Vacunas viendo las razones de los pacharacos que arman polémica al anuncio del presidente Guillermo Lasso de la adquisición de la vacuna Cansino yo creo que esos lo que necesitan de urgencia es una UCI pero en el Instituto de neuro ciencias😁,42,0,1,0,1,1
313,"LA GRAN PRENSA CORRUPTA, GUILLERMO LASSO Y LENIN MORENO POSICIONABAN LA IDEA EN OCTUBRE Q CORREA Y MADURO ESTABAN DETRÁS DE LAS PROTESTAS DE OCTUBRE PERO ES LENIN MORENO QUIEN PARTICIPÓ CON BOMBAS Y MUNICIONES DE GRUESO CALIBRE EN EL GOLPE DE ESTADO EN BOLIVIA. #Pfizer ecuavisa https://t.co/sL23jc0UmR",48,0,1,0,0,0
314,Lasso: 'No habrá espacio para quienes con anarquía busquen desestabilizar' https://t.co/pTUJJkpoyT vía @primicias,13,1,0,1,9,7
315,"@Polificcion El presidente Guillermo Lasso viene del emprendimiento del sector productivo , es decir sabe cómo hacer las cosas , no necesita hacer truenos !",25,0,0,1,0,0
316,"@wilfridolaz Entienda algo..están muy ocupados en cosas mas importantes cubriendo la vacunación de nuestro Excelentísimo Líder y Estadista Señor Presidente Guillermo Lasso
No sea impertinente con cosas tan banales ..",30,0,0,1,1,0
317,"@Expresoec Pena de mi país, que este tipo de jueces actúen en beneficio de ellos. Como no quisiera que Guillermo Lasso, haga lo que hizo el presidente de el Salvador, capas que ahí si todos los corruptos, ladrones y saqueadores del país, se unen.",44,0,0,1,0,0
318,Ecuador: Guillermo Lasso inicia su gestión con el porcentaje más alto de aceptación desde el retorno a la democracia - Infobae https://t.co/secVfmlZKS,22,1,0,0,0,0
319,"Primera dosis de vacunación que recibió hoy el presidente de la República, Guillermo Lasso, en la Universidad de Guayaquil.
El primer mandatario invitó a todos los ecuatorianos a asistir a la vacunación. https://t.co/3Lfj2NHZui",33,0,0,0,1,0
320,"@Filosofocar @eluniversocom @LassoGuillermo En Noviembre 2020 y Enero 2021 el presidente no era Guillermo Lasso.

Caramba es que me sorprenden algunas preguntas que hacemos como sociedad...

No olvide que en octubre del 2019 subio el precio de los combustibles y esto ocasionó las protestas.",44,0,0,3,26,1
321,"El #rastreosatelital para proteger tu vehículo debería ser tan obligatorio como vacunarse. 

Guillermo Lasso
#guillermolasso 
#seguridadvial #transporte #seguridad #palestina #seguridadytelecomunicaciones #lomasdesargentillo #seguridadtotal #colimes #seguridadsatelital https://t.co/TSgnZwH5WX",25,0,11,0,0,0
322,@MaJosefaCoronel Lo bueno es que ya fue desenmascarada y no le quedó más remedio que renunciar a ser ratificada. Su ataque burdo a Guillermo Lasso por defender al correato le costó el puesto!,33,0,0,1,11,2
323,"GUILLERMO LASSO LO Q NO CONSIGUIÓ CON VOTOS DEL PUEBLO XQ TIENE SOLO 12 ASAMBLEISTAS, LO CONSIGUE CON COIMAS, SOBORNO, REPARTO Y CORRUPCIÓN A ASAMBLEISTAS Q SE HAN PUESTO EN VENTA. ecuavisa Nebot @AsambleaEcuador @Karen_Minda @eluniversocom @CREOEcuador
👇
https://t.co/MLP0TLWuLs https://t.co/KCfT5k8D5f",40,1,0,4,0,0
324,"El presidente de la República, Guillermo Lasso, recibió la primera dosis de la vacuna contra el COVID-19, esta tarde, en la Universidad de Guayaquil. https://t.co/CjnAjSXeI4 https://t.co/2EhBdBYx59",26,1,0,0,30,2
325,"Boletín oficial sobre la firma del Decreto Ejecutivo N. 74 por parte del Presidente de la República, Guillermo Lasso. 
El gobierno del encuentro an7ncia desiciones en cuanto a facturación eléctrica en atención al clamor ciudadano. https://t.co/pxI2S4sKQj",36,0,0,0,0,0
326,"VACUNADOS ( Agencia Ane) Vacunados están con la 1° dosis los presidente y vicepresidente del Ecuador, Guillermo Lasso y Alfredo Borrero. Ratifican que el 100 días se vacunarán 9 millones de ecuatorianos, incluyendo ahora a niños y adolescentes.",38,0,0,0,0,0
327,"💡Se prohíbe corte de luz por falta de pago durante los próximos 60 días.
-
Mediante decreto, Guillermo Lasso ordenó transparentar los procesos de facturación a escala nacional.
-
Más información en https://t.co/2LWDsTMJI4 https://t.co/WnhLBU15Wq",34,1,0,0,0,0
328,@LassoGuillermo Sr President Guillermo Lasso. Un se vacuno la Pfizer. Xq ed la mejor lo keremod muy y muy sano con salud. Xq otras es nefasta mi estimado Presidente Lasso. Respondame  x favor. Grscias x su comprensión. Bendición,38,0,0,1,0,0
329,"🔴#Atención | El presidente de la República Guillermo Lasso, recibió en la facultad de educación física, de la Universidad de #Guayaquil su primera dosis de la vacuna contra el COVID-19.

Foto: API https://t.co/ivC4LknlvP",33,0,2,0,0,0
330,"Guillermo Lasso recibió la vacuna contra el Covid-19: El presidente de Ecuador, Guillermo Lasso, recibió la primera… https://t.co/2nGOY7pGfW",18,1,0,0,0,0
331,"#Atención
Presidente Guillermo Lasso confirmó la compra de seis millones de vacunas CanSino contra el coronavirus
Más información: https://t.co/kTDcPBwsii
https://t.co/zmEp0CPON2 https://t.co/cdlCtUS5Am",21,2,1,0,0,0
332,@LassoGuillermo Dios lo colme de muchas bendiciones mi  honorable señor Presidente GUILLERMO LASSO. Excelente labor que usted realiza junto a su equipo de trabajo .,25,0,0,1,0,0
333,"“Cumpliremos con lo necesario para modernizar,   Equipar y fortalecer a nuestras fuerzas armadas”,   Presidente Guillermo Lasso https://t.co/SQG5sf6hRO a través de @ecuadorprensaec @Presidencia_Ec @LassoGuillermo @FFAAECUADOR",24,1,0,4,0,0
334,[#ATENCIÓN] | El presidente Guillermo Lasso fue vacuna contra el Covid -19 en Guayaquil. https://t.co/2p4NjNuA3l,15,1,1,0,0,0
335,"Hoy cerca de las 13h00 en la Universidad de Guayaquil el presidente #Ecuador Guillermo Lasso recibió su primera dosis de la vacuna Pfizer.
Luego de ser inoculado, brindo breves declaraciones de prensa https://t.co/OHnmQp3tr6",33,0,1,0,0,2
336,"Boletín oficial y material audiovisual sobre la reunión que mantuvo el presidente de la República, Guillermo Lasso, con representantes de la ONU Mujeres.
La  ONU respalda el esfuerzo de empoderamiento femenino que emprende el gobierno del encuentro. 
Boletín oficial 051 https://t.co/3f3tf15rZV",41,0,0,0,0,0
337,#PorsiteloPerdiste: Se espera que el primer lote de la vacuna china CanSino llegue a Ecuador en la primera quincena de julio. https://t.co/2ZzERuvQqg,22,1,1,0,2,2
338,"@japazmi @fabriciovelav La misión de guillermo lasso es asesinar al pueblo, matarlo de hambre.",14,0,0,2,3,0
339,"Quién es Guillermo Lasso, el banquero que logró derrotar al correísmo en... https://t.co/vjBDFjCowP a través de @YouTube",17,1,0,1,0,1
340,"@LassoGuillermo Estimado Presidente del Ecuador don Guillermo Lasso, necesitamos la ayuda de los paises libre, el Perú esta pasando por un fraude a nivel sistemático, por favor leer la sgte declaración https://t.co/WwR6Ssmguh",32,0,0,1,0,0
341,"Enfermeras protestan por la falta de insumos médicos y su estabilidad laboral.
El banquero bachiller delincuente Guillermo Lasso no cumple con ninguna promesa de campaña y sigue maltratando a los médicos y enfermeras. https://t.co/Wqlj1ZJRaV",34,1,0,0,1,0
342,"El presidente de Ecuador Guillermo Lasso recibe su primera vacuna contra el covid-19   
https://t.co/cGRYS8WiKz
#Noticias #caribe #americalatina #latinos #mexico #usa #republicadominicana #covi_19",22,1,8,0,0,0
343,"Más hambre para el pueblo, el gobierno criminal del banquero bachiller delincuente Guillermo Lasso está matando al pueblo. https://t.co/YeVTV4Vw7o",19,1,0,0,3,3
344,"Guillermo Lasso recibe primera dosis Pfizer contra covid-19; habla de vacuna china CanSino
https://t.co/CBVOpLW1sR https://t.co/b0WrO9c2SF",15,1,0,0,0,0
345,"Guillermo Lasso objeta parcialmente 53 artículos de la Ley de Economía Circular Inclusiva

👇🔗 https://t.co/c9n4yoaWW4",15,1,0,0,0,0
346,"🇪🇨 PRESIDENTE GUILLERMO LASSO SE VACUNÓ 

El primer mandatario recibió la primera dosis de vacuna 💉 contra COVID-19, @LassoGuillermo habló sobre el proceso y como se está llevando hasta el momento. 

#76AñosEnNoticias https://t.co/Qj6aGC7q6Z",33,0,1,1,3,1
347,"Y al gobierno asesino de Duque es que Guillermo Lasso respalda? Vamos bien, felicitaciones mis queridos florindos. https://t.co/blkYYienPv",18,1,0,0,2,0
348,"#Ecuador | El presidente @LassoGuillermo  elimina las cadenas nacionales en Ecuador.

https://t.co/j6cPmz6KbL

#TeleSurLibre #democracia #11Jun",15,1,4,1,23,10
349,EL EX ASAMBLEISTA HÉCTOR YEPEZ DECÍA UNO NO SABE SI LLEGA A LA ASAMBLEA O A LA PENITENCIARIA. GUILLERMO LASSO CONTINUA CORROMPIENDO ASAMBLEISTAS OFRECIÉNDO HASTA SU TRASERO HUESUDO  A CAMBIO DE VOTOS. ECUAVISA Nebot  @ESTEFANIESPIN @Karen_Minda @eluniversocom  @AsambleaEcuador https://t.co/P2KzMPIWzM,39,0,0,4,0,0
350,GUILLERMO LASSO  EN LA ASAMBLEA ANTERIOR CON LENIN MORENO ENTREGARON LOS HOSPITALES A CAMBIO DE VOTOS Y CONVIRTIERON A LOS ASAMBLEISTAS EN DELINCUENTES. DANIEL MENDOZA YA ESTÁ A PUNTO DE OBTENER LA PRELIBERTAD.   NEBOT ECUAVISA @AsambleaEcuador  @Karen_Minda teleamazonas https://t.co/hLrwoj4hRY,39,0,0,2,1,1
351,Jefe de estado perfecciona proyecto de ley para prevenir y combatir la violencia sexual digital https://t.co/1GV0HjS5Ua a través de @ecuadorprensaec @Presidencia_Ec @LassoGuillermo,22,1,0,3,0,0
352,"Presidente Guillermo Lasso fue vacunado contra el #COVID19 en la Universidad de Guayaquil

Más información 👇🔗 https://t.co/poycVzOOh2",17,1,1,0,0,0
353,El presidente de Ecuador Guillermo Lasso recibe su primera vacuna contra el covid-19 https://t.co/7PlIzepjTm https://t.co/q8Qh5t60K0,15,1,0,0,0,0
354,"El presidente de Ecuador, Guillermo Lasso, recibió la primera dosis de la vacuna contra el covid-19. El mandatario fue vacunado en Guayaquil. “Según el cronograma, hoy es mi fecha de vacunación”, dijo Lasso https://t.co/b5E7nMM2tC",34,1,0,0,129,27
355,"#Actualidad | Guillermo Lasso prometió modernizar Fuerzas Armadas.

Vía: @magacastal
 https://t.co/Sd8IXmkAr2 vía @PeriodismoP_Ec",13,1,1,2,4,5
356,"@gabstaffh Ellos y su dogma los hace inventar todo sobre todo ahora dirán que Guillermo Lasso se va a poner tres dosis para ellos quedar bien, solo de imaginarme me da risa 🤭🤭🤭",33,0,0,1,4,0
357,"“equipar, modernizar y fortalecer FF.AA., fortaleceremos sistema de salud militar, dignificaremos carrera militar, apoyaremos toda acción que garantice vida digna y retiro digno de militares”

Guillermo Lasso

FF.AA. son un lastre para el desarrollo nacional: deben ser eliminadas",38,0,0,0,813,370
